timestamp,active_node_count,max_pods,total_pods
2024-12-02 09:27:22,2,16,0
2024-12-02 09:27:37,2,17,1
2024-12-02 09:27:52,2,17,2
2024-12-02 09:28:07,2,17,3
2024-12-02 09:28:23,1,8,4
2024-12-02 09:28:38,1,8,5
2024-12-02 09:28:53,1,7,6
2024-12-02 09:29:08,1,7,7
2024-12-02 09:29:24,1,7,7
2024-12-02 09:29:39,2,15,7
2024-12-02 09:29:54,2,17,9
2024-12-02 09:30:10,2,17,10
2024-12-02 09:30:25,2,18,11
2024-12-02 09:30:40,2,18,12
2024-12-02 09:30:56,2,18,13
